报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长
44897,呼和浩特市,女,有相关经验,非全日制,专科,艺术学,15,10000+,其他,2,248
6601,淮安市,其他,有相关经验,全日制,硕士,经济学,13,1000-4999,早期创业公司,3,312
47977,东莞县,女,无相关经验,非全日制,本科,艺术学,15,10-49,私营公司,2,39
12033,丽市,其他,有相关经验,非全日制,高中,艺术学,15,10-49,早期创业公司,4,278
94657,雪市,男,有相关经验,非全日制,高中,管理学,5,500-999,早期创业公司,1,39
55263,宜都县,女,无相关经验,无,专科,医学,16,5000-9999,私营公司,2,275
11775,燕市,其他,有相关经验,全日制,本科,哲学,<1,50-99,非政府组织,>4,164
26770,鑫县,女,无相关经验,非全日制,专科,艺术学,16,5000-9999,其他,2,304
913,建国市,男,无相关经验,非全日制,本科,艺术学,17,1000-4999,其他,>4,156
59980,荆门市,男,无相关经验,非全日制,专科,理学,18,500-999,私营公司,1,127
48045,颖市,女,有相关经验,非全日制,高中,历史学,14,500-999,融资创业公司,从未,52
7153,荆门市,其他,有相关经验,非全日制,本科,工程学,18,<10,私营公司,1,13
19929,利县,女,有相关经验,无,高中,无主修,6,<10,私营公司,>4,193
97862,长沙县,其他,有相关经验,全日制,硕士,工程学,8,100-500,融资创业公司,4,37
26116,哈尔滨县,男,无相关经验,全日制,硕士,经济学,20,<10,公共部门,从未,100
97725,太原市,其他,有相关经验,全日制,博士,工程学,2,5000-9999,早期创业公司,1,305
41467,沈阳市,其他,无相关经验,无,高中,文学,<1,100-500,早期创业公司,2,186
95088,马鞍山市,女,无相关经验,无,硕士,理学,20,1000-4999,融资创业公司,从未,25
73112,拉萨市,男,无相关经验,全日制,高中,工程学,20,1000-4999,早期创业公司,2,210
83166,兰州市,其他,无相关经验,非全日制,专科,历史学,>20,100-500,非政府组织,3,85
31304,北京县,女,有相关经验,全日制,硕士,经济学,6,10000+,公共部门,>4,143
40292,巢湖市,女,有相关经验,无,博士,文学,17,<10,融资创业公司,2,226
28872,志强县,女,无相关经验,非全日制,高中,经济学,8,100-500,早期创业公司,3,280
64785,芳县,男,无相关经验,无,本科,管理学,6,<10,早期创业公司,从未,249
97489,冬梅市,女,无相关经验,全日制,博士,艺术学,9,<10,融资创业公司,>4,11
74291,贵阳县,男,有相关经验,全日制,硕士,管理学,>20,5000-9999,其他,3,105
22894,太原市,女,有相关经验,非全日制,高中,哲学,2,10-49,非政府组织,2,185
1561,关岭市,女,无相关经验,全日制,专科,工程学,9,<10,其他,从未,97
93582,敏市,男,无相关经验,全日制,本科,无主修,19,<10,公共部门,4,50
8775,桂花市,其他,无相关经验,无,本科,经济学,17,500-999,非政府组织,3,239
10505,鑫市,其他,无相关经验,全日制,博士,医学,2,10000+,公共部门,从未,196
89817,英县,其他,有相关经验,全日制,本科,工程学,11,100-500,公共部门,2,69
10131,福州县,男,有相关经验,无,本科,其他,6,10-49,公共部门,3,267
67197,关岭县,其他,有相关经验,非全日制,专科,医学,3,500-999,早期创业公司,4,211
38827,秀英市,女,有相关经验,非全日制,本科,教育学,12,10000+,公共部门,>4,86
69404,坤县,女,有相关经验,全日制,硕士,无主修,14,500-999,融资创业公司,1,296
90593,南昌市,其他,无相关经验,非全日制,本科,无主修,7,10000+,融资创业公司,4,297
29643,丽丽县,其他,有相关经验,无,专科,理学,12,5000-9999,非政府组织,>4,329
69248,桂珍市,女,有相关经验,无,硕士,哲学,1,10000+,早期创业公司,3,1
80074,玉英市,男,无相关经验,无,博士,教育学,12,100-500,私营公司,2,185
64621,秀英市,女,无相关经验,无,本科,理学,1,10-49,早期创业公司,2,70
67017,重庆市,女,有相关经验,全日制,硕士,工程学,4,500-999,非政府组织,4,187
94689,娜市,女,无相关经验,非全日制,高中,历史学,16,10-49,非政府组织,3,268
75414,六盘水县,男,有相关经验,非全日制,博士,文学,16,100-500,私营公司,>4,219
57329,磊市,男,有相关经验,无,博士,管理学,19,500-999,私营公司,3,190
66120,畅市,男,无相关经验,非全日制,博士,工程学,19,50-99,早期创业公司,从未,15
12722,娜市,男,有相关经验,全日制,硕士,文学,18,5000-9999,私营公司,从未,290
12038,玉华市,男,有相关经验,无,硕士,哲学,15,50-99,私营公司,1,62
12747,华县,男,无相关经验,无,硕士,其他,19,100-500,早期创业公司,3,100
52861,台北县,男,无相关经验,无,硕士,管理学,16,10000+,早期创业公司,1,295
65377,兴安盟县,女,有相关经验,无,专科,管理学,4,<10,其他,1,184
24476,丹市,女,无相关经验,全日制,高中,理学,9,10-49,早期创业公司,3,228
9557,淑华市,其他,无相关经验,全日制,专科,教育学,4,<10,融资创业公司,>4,307
81327,永安市,男,有相关经验,全日制,博士,工程学,3,5000-9999,融资创业公司,2,301
44549,璐县,女,无相关经验,无,高中,教育学,>20,10000+,私营公司,4,299
50149,波市,其他,有相关经验,全日制,硕士,工程学,15,5000-9999,融资创业公司,从未,269
70976,倩县,女,有相关经验,全日制,高中,教育学,13,10-49,私营公司,3,75
67944,秀芳市,其他,无相关经验,无,专科,教育学,10,10-49,早期创业公司,4,299
86834,东县,其他,有相关经验,非全日制,博士,教育学,5,1000-4999,其他,从未,154
46364,天津市,女,无相关经验,无,专科,教育学,18,5000-9999,融资创业公司,>4,148
9053,辽阳市,其他,无相关经验,无,博士,哲学,4,500-999,早期创业公司,3,157
3456,淑华县,其他,有相关经验,无,硕士,医学,9,10000+,非政府组织,4,109
43109,岩市,女,无相关经验,无,博士,哲学,13,1000-4999,其他,>4,216
21204,玉梅市,其他,无相关经验,无,专科,工程学,10,500-999,公共部门,1,111
98932,建军市,其他,有相关经验,非全日制,博士,历史学,9,5000-9999,公共部门,2,229
13320,坤市,女,无相关经验,无,高中,工程学,>20,10000+,公共部门,3,68
80320,桂花县,男,无相关经验,全日制,硕士,哲学,3,50-99,早期创业公司,3,311
44917,坤县,女,有相关经验,非全日制,硕士,文学,<1,10-49,融资创业公司,从未,229
11874,贵阳市,女,无相关经验,无,本科,经济学,5,500-999,私营公司,1,272
6513,峰市,女,有相关经验,非全日制,高中,理学,17,10-49,非政府组织,1,113
64554,合肥市,女,有相关经验,全日制,博士,工程学,8,<10,早期创业公司,>4,192
94084,宁德县,女,无相关经验,非全日制,本科,其他,4,50-99,非政府组织,3,11
21407,荆门县,其他,无相关经验,全日制,博士,工程学,13,<10,融资创业公司,2,210
71287,哈尔滨县,男,无相关经验,非全日制,本科,管理学,17,5000-9999,其他,从未,146
37696,桂英市,女,无相关经验,全日制,硕士,医学,14,50-99,其他,1,67
83049,张家港市,女,有相关经验,非全日制,硕士,医学,2,50-99,融资创业公司,1,17
60453,潜江市,女,无相关经验,无,博士,哲学,12,<10,公共部门,>4,282
15806,明市,女,有相关经验,无,专科,文学,7,500-999,融资创业公司,1,12
25238,莹市,其他,无相关经验,非全日制,高中,哲学,3,<10,公共部门,3,210
53047,静县,其他,有相关经验,无,本科,无主修,2,10-49,融资创业公司,1,7
33429,香港市,女,无相关经验,无,专科,管理学,2,500-999,其他,1,9
61299,桂英县,女,无相关经验,无,本科,其他,2,50-99,私营公司,2,252
93748,南宁县,其他,有相关经验,非全日制,硕士,经济学,5,10000+,早期创业公司,从未,241
26661,鹏市,女,有相关经验,无,博士,其他,12,100-500,私营公司,3,80
42115,秀兰市,男,有相关经验,无,本科,医学,19,50-99,早期创业公司,1,209
99475,冬梅市,女,有相关经验,全日制,硕士,历史学,6,<10,早期创业公司,4,61
18615,齐齐哈尔市,女,有相关经验,全日制,专科,历史学,20,10000+,其他,>4,48
31807,成都市,男,有相关经验,非全日制,博士,教育学,11,100-500,其他,3,63
40672,合山市,女,有相关经验,全日制,高中,艺术学,16,5000-9999,早期创业公司,4,48
96041,瑜市,男,有相关经验,无,硕士,历史学,19,500-999,早期创业公司,2,92
23854,琴市,女,有相关经验,全日制,本科,历史学,10,5000-9999,融资创业公司,3,170
97835,燕县,男,无相关经验,全日制,博士,经济学,20,10000+,公共部门,>4,187
38011,淮安市,男,无相关经验,无,专科,管理学,11,<10,早期创业公司,3,116
84409,凯县,女,有相关经验,无,本科,文学,11,1000-4999,其他,1,130
41322,天津市,男,无相关经验,全日制,硕士,经济学,12,<10,非政府组织,>4,229
24093,拉萨县,其他,无相关经验,无,专科,无主修,15,50-99,其他,>4,108
47618,明市,其他,有相关经验,全日制,博士,教育学,8,1000-4999,早期创业公司,3,191
97506,秀云县,其他,无相关经验,无,专科,其他,8,500-999,其他,3,124
31093,桂芝县,男,无相关经验,非全日制,博士,文学,>20,10000+,公共部门,4,89
41569,凤英市,男,无相关经验,非全日制,本科,教育学,3,10000+,融资创业公司,从未,292
13174,畅县,女,有相关经验,全日制,高中,无主修,2,50-99,公共部门,2,120
37022,建军县,女,有相关经验,无,高中,艺术学,16,50-99,私营公司,3,322
97776,沈阳县,男,无相关经验,全日制,硕士,教育学,13,10-49,非政府组织,4,269
70181,杭州县,女,无相关经验,全日制,专科,历史学,4,50-99,私营公司,3,23
20848,海燕县,其他,有相关经验,全日制,博士,理学,9,10-49,其他,2,20
61621,石家庄市,男,无相关经验,全日制,本科,艺术学,6,1000-4999,非政府组织,2,157
50617,海门市,女,无相关经验,非全日制,硕士,教育学,7,10000+,公共部门,4,30
42556,台北县,男,无相关经验,无,高中,文学,>20,10000+,融资创业公司,从未,202
31496,拉萨县,其他,无相关经验,无,硕士,无主修,2,10000+,其他,>4,86
35133,桂珍市,其他,有相关经验,全日制,专科,其他,6,50-99,非政府组织,4,298
84723,秀荣市,男,无相关经验,非全日制,博士,管理学,1,<10,融资创业公司,3,199
77520,华市,女,有相关经验,全日制,专科,教育学,19,10000+,非政府组织,1,227
97579,凤兰市,其他,无相关经验,非全日制,高中,医学,8,5000-9999,非政府组织,2,199
31156,淮安县,男,有相关经验,非全日制,本科,理学,11,100-500,其他,从未,196
79941,合山市,男,有相关经验,无,高中,哲学,<1,100-500,非政府组织,3,102
55017,玉珍县,女,无相关经验,非全日制,高中,艺术学,10,1000-4999,非政府组织,2,224
45750,丽县,男,有相关经验,全日制,博士,理学,19,5000-9999,私营公司,>4,286
82991,杨县,男,无相关经验,非全日制,硕士,其他,7,1000-4999,其他,1,309
91295,石家庄市,女,无相关经验,全日制,本科,工程学,13,10000+,其他,4,314
81225,合肥县,女,无相关经验,非全日制,高中,经济学,20,<10,私营公司,3,190
21175,建华市,其他,有相关经验,全日制,博士,经济学,7,<10,融资创业公司,1,83
2763,桂香县,其他,有相关经验,非全日制,本科,经济学,4,100-500,非政府组织,3,119
99656,桂珍县,其他,有相关经验,无,专科,理学,20,10-49,公共部门,3,192
98135,长春市,其他,无相关经验,非全日制,硕士,教育学,18,100-500,私营公司,>4,333
48896,峰市,女,无相关经验,无,高中,教育学,9,<10,私营公司,2,334
15004,秀云县,其他,有相关经验,非全日制,高中,理学,19,100-500,融资创业公司,2,181
1424,上海县,其他,无相关经验,无,本科,哲学,12,10-49,非政府组织,1,130
96631,秀珍县,女,无相关经验,非全日制,博士,无主修,7,50-99,非政府组织,>4,157
20456,小红县,女,有相关经验,无,硕士,无主修,9,100-500,其他,1,223
88771,娟市,其他,有相关经验,全日制,硕士,教育学,7,1000-4999,私营公司,2,244
42346,萍市,女,有相关经验,全日制,高中,医学,18,10-49,公共部门,4,91
19416,北镇市,其他,有相关经验,非全日制,本科,管理学,10,<10,其他,3,58
87660,伟市,其他,有相关经验,全日制,本科,其他,>20,<10,公共部门,4,36
92722,六盘水市,女,有相关经验,非全日制,本科,历史学,9,500-999,非政府组织,2,175
39780,丽丽市,男,有相关经验,非全日制,硕士,工程学,20,50-99,私营公司,2,104
29143,洁县,女,有相关经验,非全日制,硕士,历史学,16,<10,早期创业公司,1,21
41114,东莞市,男,有相关经验,全日制,博士,艺术学,12,1000-4999,其他,3,108
65322,乌鲁木齐市,其他,有相关经验,全日制,本科,历史学,18,1000-4999,其他,2,92
15710,桂兰市,女,无相关经验,无,专科,历史学,2,100-500,其他,2,93
18998,通辽市,女,有相关经验,全日制,高中,历史学,14,5000-9999,非政府组织,3,32
79423,海口市,男,有相关经验,全日制,本科,文学,15,100-500,早期创业公司,1,273
3096,桂芳县,其他,无相关经验,全日制,专科,医学,13,50-99,其他,2,140
79128,刚市,女,有相关经验,全日制,高中,历史学,10,<10,非政府组织,3,258
1161,西宁市,男,无相关经验,无,硕士,哲学,>20,100-500,其他,2,78
85981,荆门县,女,无相关经验,非全日制,本科,经济学,18,1000-4999,私营公司,>4,231
72052,石家庄市,男,有相关经验,无,高中,理学,17,100-500,非政府组织,从未,169
61272,琳县,女,有相关经验,全日制,高中,其他,7,500-999,非政府组织,2,10
5411,合山市,其他,有相关经验,全日制,博士,教育学,11,<10,融资创业公司,从未,129
9370,银川县,男,有相关经验,全日制,本科,医学,3,100-500,公共部门,>4,289
10113,长沙市,女,无相关经验,非全日制,高中,医学,2,100-500,融资创业公司,1,48
27752,秀华市,女,无相关经验,全日制,专科,教育学,9,500-999,融资创业公司,>4,249
88349,阜新市,女,无相关经验,无,博士,文学,11,10000+,非政府组织,>4,270
738,丹县,女,无相关经验,非全日制,本科,无主修,8,10000+,私营公司,从未,260
65712,玉梅市,男,无相关经验,非全日制,博士,经济学,12,500-999,其他,>4,278
92347,贵阳市,女,无相关经验,全日制,硕士,医学,13,50-99,公共部门,4,245
10439,瑞县,其他,有相关经验,非全日制,博士,无主修,17,10-49,早期创业公司,4,270
85949,长沙市,其他,无相关经验,无,本科,教育学,20,10-49,早期创业公司,1,171
81663,台北县,其他,有相关经验,非全日制,本科,管理学,10,50-99,其他,2,138
91570,飞市,其他,有相关经验,非全日制,硕士,医学,6,<10,私营公司,2,321
69486,凤英县,男,有相关经验,非全日制,专科,理学,<1,100-500,早期创业公司,>4,133
66241,太原市,女,无相关经验,非全日制,专科,文学,>20,100-500,非政府组织,2,202
33476,桂英市,男,无相关经验,全日制,硕士,工程学,3,1000-4999,融资创业公司,>4,172
27689,潮州市,其他,有相关经验,全日制,高中,理学,5,<10,融资创业公司,2,201
18350,银川县,其他,无相关经验,非全日制,专科,艺术学,9,50-99,公共部门,>4,177
43553,辽阳市,男,无相关经验,无,博士,历史学,17,50-99,其他,2,64
56650,梧州县,女,无相关经验,全日制,高中,文学,15,10000+,融资创业公司,从未,77
63220,建国市,男,有相关经验,非全日制,本科,理学,7,500-999,融资创业公司,从未,238
457,桂荣县,男,无相关经验,无,高中,管理学,18,10-49,其他,2,245
42936,大冶市,女,无相关经验,非全日制,本科,工程学,5,10000+,其他,从未,131
80485,莹县,其他,有相关经验,无,本科,医学,10,<10,其他,从未,247
39414,巢湖市,女,有相关经验,无,本科,教育学,18,100-500,融资创业公司,>4,122
89594,燕县,其他,无相关经验,非全日制,专科,管理学,1,<10,融资创业公司,1,217
94198,红县,女,有相关经验,无,博士,理学,8,<10,非政府组织,1,278
92615,小红市,男,有相关经验,非全日制,专科,其他,7,50-99,融资创业公司,从未,128
54926,银川县,男,有相关经验,全日制,博士,教育学,>20,100-500,公共部门,1,80
49778,宁德市,女,无相关经验,无,博士,艺术学,5,5000-9999,非政府组织,从未,187
25796,红梅县,女,无相关经验,全日制,高中,其他,10,1000-4999,融资创业公司,1,4
63612,关岭县,男,有相关经验,非全日制,高中,医学,16,5000-9999,其他,>4,147
51695,阳市,男,有相关经验,无,本科,工程学,4,5000-9999,其他,4,14
12979,涛市,男,无相关经验,全日制,硕士,理学,>20,10000+,融资创业公司,>4,143
31086,斌县,女,有相关经验,无,本科,工程学,19,500-999,融资创业公司,1,81
55080,梧州县,其他,无相关经验,无,硕士,其他,2,100-500,早期创业公司,2,308
53843,倩市,其他,无相关经验,非全日制,硕士,文学,8,10-49,融资创业公司,1,234
64378,汕尾县,女,无相关经验,非全日制,本科,文学,11,100-500,私营公司,>4,61
96378,健县,女,无相关经验,全日制,本科,哲学,4,100-500,融资创业公司,3,94
79300,昆明县,女,无相关经验,非全日制,高中,经济学,7,10-49,早期创业公司,2,27
45811,海门市,男,有相关经验,非全日制,博士,理学,3,1000-4999,私营公司,从未,144
81856,华县,女,无相关经验,无,硕士,经济学,11,100-500,公共部门,从未,221
93401,西宁市,男,无相关经验,全日制,本科,哲学,16,10-49,其他,1,164
86214,乌鲁木齐县,男,有相关经验,非全日制,博士,医学,9,10000+,私营公司,1,288
1543,亮市,男,无相关经验,无,硕士,工程学,4,50-99,早期创业公司,3,189
12018,建华市,其他,有相关经验,非全日制,博士,医学,3,10-49,非政府组织,从未,7
10853,巢湖县,女,有相关经验,全日制,专科,教育学,9,1000-4999,私营公司,3,281
17341,石家庄县,女,有相关经验,非全日制,高中,教育学,8,10-49,其他,4,213
50938,哈尔滨市,男,无相关经验,无,硕士,经济学,>20,5000-9999,其他,从未,234
79897,海燕市,其他,有相关经验,非全日制,高中,哲学,19,10000+,早期创业公司,从未,14
16528,玲市,男,有相关经验,全日制,高中,医学,16,5000-9999,私营公司,3,216
82330,汕尾县,女,无相关经验,无,博士,工程学,>20,500-999,其他,3,187
26928,红梅县,男,有相关经验,无,博士,艺术学,12,<10,私营公司,3,70
6194,淮安县,其他,有相关经验,无,专科,哲学,7,<10,其他,2,264
20348,秀云县,女,有相关经验,全日制,专科,文学,17,10000+,早期创业公司,3,26
73812,济南市,其他,无相关经验,非全日制,高中,哲学,8,500-999,公共部门,1,263
32231,彬市,其他,无相关经验,全日制,本科,历史学,6,1000-4999,早期创业公司,4,294
98632,桂花县,其他,无相关经验,全日制,专科,理学,14,5000-9999,私营公司,>4,103
47787,燕市,女,有相关经验,无,博士,经济学,12,50-99,融资创业公司,从未,90
9137,晨县,男,有相关经验,无,专科,文学,15,<10,其他,>4,171
14331,海口市,其他,有相关经验,非全日制,本科,管理学,4,10000+,融资创业公司,4,315
23033,凯市,其他,无相关经验,非全日制,本科,文学,15,10000+,早期创业公司,4,265
71442,雷市,其他,有相关经验,全日制,硕士,哲学,9,100-500,公共部门,1,302
17662,霞县,男,无相关经验,非全日制,本科,哲学,19,1000-4999,其他,>4,331
18484,磊县,女,无相关经验,非全日制,高中,无主修,19,10000+,私营公司,2,140
64960,平县,其他,有相关经验,无,博士,艺术学,20,5000-9999,融资创业公司,从未,225
1761,倩县,其他,无相关经验,全日制,博士,理学,15,50-99,非政府组织,从未,310
88301,辛集市,女,无相关经验,全日制,专科,管理学,8,<10,公共部门,2,126
57967,桂荣市,女,无相关经验,全日制,硕士,管理学,3,100-500,非政府组织,2,195
70700,海燕市,其他,无相关经验,非全日制,博士,医学,15,10-49,融资创业公司,2,294
98343,合肥市,男,有相关经验,全日制,硕士,经济学,8,10-49,早期创业公司,>4,36
61618,银川县,男,有相关经验,无,硕士,工程学,12,10-49,公共部门,2,252
6182,哈尔滨市,女,有相关经验,非全日制,专科,教育学,>20,<10,融资创业公司,3,248
52251,平县,女,无相关经验,无,硕士,经济学,10,50-99,非政府组织,4,321
11863,芳市,女,无相关经验,无,博士,文学,9,10-49,私营公司,2,128
70643,帆县,男,无相关经验,全日制,博士,哲学,9,1000-4999,非政府组织,4,287
75851,磊市,男,有相关经验,无,高中,无主修,18,50-99,融资创业公司,3,325
34914,婷婷市,女,无相关经验,非全日制,硕士,艺术学,3,10000+,融资创业公司,4,259
8486,文县,男,无相关经验,无,高中,历史学,14,1000-4999,私营公司,2,252
38766,郑州市,其他,无相关经验,无,专科,哲学,3,500-999,公共部门,从未,78
23583,楠市,其他,有相关经验,非全日制,高中,教育学,3,10-49,其他,1,148
16906,张家港市,女,无相关经验,无,高中,哲学,<1,10-49,早期创业公司,4,286
92802,齐齐哈尔市,女,有相关经验,非全日制,高中,经济学,17,1000-4999,融资创业公司,1,334
75900,合山县,女,无相关经验,非全日制,博士,教育学,>20,500-999,融资创业公司,2,283
39051,海门市,男,无相关经验,非全日制,专科,其他,12,500-999,非政府组织,从未,148
45890,太原县,其他,有相关经验,非全日制,专科,经济学,5,100-500,早期创业公司,从未,297
25922,南昌市,其他,无相关经验,无,硕士,历史学,17,1000-4999,私营公司,1,24
32088,慧市,男,有相关经验,非全日制,高中,教育学,1,50-99,私营公司,3,280
4909,北京市,其他,无相关经验,无,本科,医学,10,5000-9999,私营公司,3,210
25059,秀华市,其他,无相关经验,非全日制,本科,无主修,6,100-500,其他,3,22
80272,银川市,女,有相关经验,全日制,专科,艺术学,19,100-500,非政府组织,2,47
41113,玲市,男,无相关经验,非全日制,高中,其他,19,<10,早期创业公司,3,275
13931,红县,女,无相关经验,非全日制,博士,理学,7,500-999,其他,从未,272
19301,淑英县,女,无相关经验,非全日制,硕士,哲学,5,10000+,非政府组织,1,193
15123,柳市,其他,有相关经验,全日制,专科,哲学,4,5000-9999,公共部门,4,55
45400,楠县,其他,有相关经验,全日制,博士,经济学,3,10000+,融资创业公司,4,130
18149,萍县,女,有相关经验,非全日制,专科,历史学,2,50-99,私营公司,1,316
42029,玉兰县,男,无相关经验,非全日制,高中,哲学,19,1000-4999,融资创业公司,1,153
37091,沈阳市,女,有相关经验,全日制,专科,文学,6,10-49,融资创业公司,2,69
98364,健市,男,无相关经验,全日制,专科,理学,19,50-99,非政府组织,1,205
45051,兰州市,其他,无相关经验,全日制,本科,工程学,12,50-99,非政府组织,1,259
30176,宜都县,女,有相关经验,非全日制,高中,医学,>20,1000-4999,融资创业公司,>4,48
27084,海门县,其他,无相关经验,全日制,硕士,无主修,12,10000+,私营公司,3,64
11059,桂花市,女,有相关经验,无,专科,文学,19,50-99,融资创业公司,3,31
40838,建国县,女,有相关经验,非全日制,硕士,经济学,16,100-500,私营公司,2,59
87831,斌县,男,无相关经验,全日制,高中,医学,11,10000+,其他,4,152
97434,建县,男,有相关经验,无,硕士,历史学,6,10000+,私营公司,3,171
51258,成都市,女,有相关经验,非全日制,高中,管理学,1,100-500,公共部门,2,307
3043,兴城市,女,无相关经验,非全日制,本科,哲学,8,10000+,公共部门,2,7
36677,南昌市,男,无相关经验,无,专科,哲学,>20,1000-4999,其他,3,159
32490,倩县,女,有相关经验,非全日制,博士,理学,10,500-999,私营公司,1,286
46688,沈阳市,其他,无相关经验,无,专科,管理学,14,10000+,其他,1,180
79200,柳州市,女,无相关经验,无,硕士,经济学,9,50-99,融资创业公司,2,53
19687,彬县,其他,无相关经验,无,硕士,哲学,13,5000-9999,融资创业公司,>4,12
84165,阜新市,男,有相关经验,无,博士,艺术学,1,50-99,其他,4,308
60757,淑珍县,男,有相关经验,全日制,硕士,工程学,13,500-999,早期创业公司,4,321
74808,丽华县,男,无相关经验,全日制,高中,艺术学,5,100-500,非政府组织,4,125
71365,桂珍县,男,无相关经验,全日制,高中,教育学,17,50-99,融资创业公司,>4,145
48602,平市,男,无相关经验,非全日制,博士,文学,5,<10,早期创业公司,2,3
35227,璐县,男,无相关经验,全日制,硕士,管理学,1,100-500,融资创业公司,2,109
48392,宇市,男,有相关经验,无,本科,管理学,<1,<10,早期创业公司,1,287
91506,林市,其他,无相关经验,非全日制,专科,文学,9,5000-9999,其他,1,143
79630,坤县,男,无相关经验,非全日制,高中,医学,20,50-99,公共部门,3,245
73768,马鞍山市,其他,有相关经验,非全日制,本科,经济学,14,500-999,公共部门,3,296
80844,柳州县,其他,有相关经验,非全日制,硕士,经济学,14,<10,早期创业公司,3,136
83588,凤兰县,男,无相关经验,非全日制,本科,哲学,14,10-49,公共部门,4,307
39285,巢湖市,其他,有相关经验,无,博士,其他,2,500-999,公共部门,1,243
42967,合山县,女,有相关经验,非全日制,专科,医学,8,5000-9999,融资创业公司,1,228
9970,嘉禾县,女,有相关经验,非全日制,博士,文学,14,5000-9999,非政府组织,>4,316
13510,辉市,男,有相关经验,非全日制,专科,无主修,8,5000-9999,融资创业公司,>4,148
38293,彬市,女,无相关经验,全日制,博士,经济学,20,50-99,私营公司,3,75
2769,宜都市,其他,有相关经验,非全日制,硕士,管理学,1,50-99,公共部门,从未,107
6624,佛山县,其他,有相关经验,全日制,硕士,历史学,7,<10,其他,从未,114
29279,北京县,其他,有相关经验,全日制,专科,工程学,14,1000-4999,早期创业公司,从未,278
63839,哈尔滨市,男,无相关经验,非全日制,博士,理学,14,1000-4999,公共部门,1,240
70085,福州县,其他,无相关经验,全日制,专科,哲学,12,5000-9999,融资创业公司,3,230
46796,马鞍山市,男,无相关经验,非全日制,博士,理学,7,100-500,早期创业公司,3,315
9579,呼和浩特县,男,有相关经验,全日制,高中,其他,<1,10000+,早期创业公司,4,204
63904,郑州县,女,无相关经验,无,高中,经济学,18,10000+,私营公司,从未,258
15511,潜江县,女,无相关经验,非全日制,专科,历史学,5,10000+,公共部门,3,269
77729,倩县,男,有相关经验,非全日制,专科,文学,10,10-49,融资创业公司,>4,226
19182,凤英县,女,有相关经验,无,本科,艺术学,7,1000-4999,非政府组织,3,221
71455,阳县,女,有相关经验,无,博士,理学,15,50-99,公共部门,3,35
51337,太原市,其他,有相关经验,非全日制,高中,无主修,4,50-99,私营公司,从未,290
54840,天津县,其他,无相关经验,非全日制,博士,文学,17,10-49,早期创业公司,3,232
62803,南昌市,其他,有相关经验,无,高中,无主修,8,10-49,早期创业公司,从未,179
21006,潮州市,男,无相关经验,非全日制,高中,教育学,8,500-999,非政府组织,3,232
28714,云县,女,无相关经验,无,硕士,艺术学,12,1000-4999,融资创业公司,1,318
82965,龙市,女,有相关经验,非全日制,本科,经济学,1,500-999,非政府组织,2,3
2583,重庆市,男,无相关经验,非全日制,高中,理学,12,100-500,早期创业公司,3,67
46367,济南市,男,有相关经验,非全日制,高中,教育学,5,50-99,私营公司,3,278
73822,娜市,其他,无相关经验,全日制,本科,历史学,13,<10,公共部门,1,136
81864,济南市,男,无相关经验,无,硕士,工程学,16,500-999,非政府组织,4,179
91713,荣市,男,有相关经验,全日制,硕士,哲学,15,<10,其他,2,162
30604,玉县,男,无相关经验,全日制,专科,无主修,3,5000-9999,公共部门,4,325
10547,建华县,女,无相关经验,全日制,硕士,艺术学,9,5000-9999,公共部门,>4,10
93472,长春县,女,无相关经验,全日制,硕士,文学,5,<10,早期创业公司,>4,321
59180,兰英市,其他,有相关经验,无,高中,管理学,4,<10,非政府组织,1,145
60534,俊县,其他,有相关经验,全日制,博士,管理学,1,50-99,其他,2,74
80849,长春县,男,有相关经验,全日制,博士,经济学,19,<10,融资创业公司,4,316
66876,潜江县,女,有相关经验,全日制,本科,历史学,20,1000-4999,私营公司,>4,184
10186,惠州县,女,无相关经验,全日制,博士,工程学,20,500-999,公共部门,3,203
36784,海门市,男,无相关经验,全日制,硕士,理学,5,<10,非政府组织,1,156
88272,佛山市,其他,有相关经验,全日制,本科,经济学,5,10000+,早期创业公司,从未,89
17735,丽华县,男,有相关经验,全日制,本科,无主修,>20,50-99,融资创业公司,2,309
56300,帆市,女,无相关经验,非全日制,高中,艺术学,2,<10,私营公司,3,322
85654,淑珍市,女,无相关经验,非全日制,博士,理学,1,5000-9999,其他,1,313
54928,丽市,其他,无相关经验,全日制,博士,教育学,3,10000+,公共部门,2,196
44423,天津县,其他,无相关经验,无,博士,工程学,12,5000-9999,公共部门,1,92
18302,宁县,女,有相关经验,全日制,高中,理学,7,<10,其他,>4,277
3381,通辽县,女,有相关经验,无,高中,工程学,2,50-99,非政府组织,4,335
12080,海口县,其他,有相关经验,无,硕士,无主修,13,5000-9999,融资创业公司,3,292
26089,桂兰县,其他,有相关经验,全日制,高中,历史学,19,50-99,公共部门,>4,185
16383,红市,女,有相关经验,无,高中,工程学,<1,1000-4999,融资创业公司,3,300
7289,杭州市,其他,有相关经验,无,专科,理学,8,10000+,公共部门,4,109
26050,桂英市,女,无相关经验,全日制,高中,教育学,3,500-999,早期创业公司,2,179
44532,玉市,女,无相关经验,全日制,博士,艺术学,19,100-500,私营公司,4,9
1621,关岭县,男,有相关经验,非全日制,硕士,文学,19,50-99,私营公司,从未,117
