city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
河南省,0.91,男,有相关经验,未入学,硕士,其他,,1000-4999人,非政府组织,超过4年,182,0.0
天津市,0.789,女,无相关经验,全日制课程,本科,理工科,,,,从未,144,1.0
云南省,0.738,,有相关经验,全日制课程,本科,理工科,,,,,13,1.0
宁夏回族自治区,0.624,男,无相关经验,全日制课程,本科,理工科,少于1年,,私营公司,从未,114,0.0
重庆市,0.926,男,有相关经验,未入学,硕士,理工科,超过20年,10-49人,私营公司,超过4年,70,0.0
台湾省,0.624,女,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,118,0.0
湖南省,0.91,男,有相关经验,未入学,博士,理工科,超过20年,50-99人,私营公司,超过4年,55,0.0
辽宁省,0.925,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,34,0.0
湖北省,0.92,女,有相关经验,未入学,本科,理工科,,10-49人,私营公司,从未,168,0.0
台湾省,0.624,,有相关经验,未入学,硕士,理工科,,,私营公司,1年内,21,1.0
四川省,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,68,1.0
陕西省,0.855,男,无相关经验,未入学,高中,,,,,从未,31,0.0
浙江省,0.92,男,无相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,32,0.0
香港特别行政区,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,,14,0.0
海南省,0.769,男,有相关经验,未入学,硕士,理工科,,5000-9999人,公共部门,,36,0.0
青海省,0.804,,无相关经验,未入学,硕士,商学,,,,,157,1.0
广东省,0.926,男,无相关经验,未入学,硕士,人文学科,,50-99人,私营公司,,90,0.0
宁夏回族自治区,0.91,男,有相关经验,未入学,本科,文学,超过20年,,,超过4年,27,0.0
澳门特别行政区,0.698,,有相关经验,未入学,高中,,,少于10人,融资创业公司,1年内,44,0.0
新疆维吾尔自治区,0.624,女,无相关经验,全日制课程,硕士,理工科,,10-49人,私营公司,1年内,29,0.0
陕西省,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,24,0.0
广西壮族自治区,0.926,,有相关经验,非全日制课程,本科,理工科,,10-49人,私营公司,超过4年,73,0.0
新疆维吾尔自治区,0.6890000000000001,男,无相关经验,,本科,理工科,,,,,166,1.0
贵州省,0.804,男,有相关经验,非全日制课程,本科,理工科,,100-500人,私营公司,1年内,31,0.0
江西省,0.91,女,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,10,0.0
河北省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,超过4年,37,0.0
贵州省,0.527,男,无相关经验,未入学,本科,理工科,,,,1年内,92,0.0
安徽省,0.897,男,无相关经验,未入学,硕士,理工科,,,,1年内,60,1.0
山西省,0.624,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,1年内,70,1.0
安徽省,0.6659999999999999,男,无相关经验,非全日制课程,硕士,人文学科,,,,,81,0.0
山西省,0.893,男,有相关经验,非全日制课程,本科,文学,,10-49人,公共部门,1年内,23,0.0
香港特别行政区,0.8959999999999999,男,无相关经验,未入学,硕士,理工科,,50-99人,公共部门,1年内,95,0.0
安徽省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,,6,0.0
上海市,0.887,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,,80,0.0
山西省,0.91,男,有相关经验,未入学,高中,,,,,超过4年,24,1.0
湖南省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,超过4年,30,1.0
浙江省,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,,36,0.0
海南省,0.926,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,31,0.0
广东省,0.899,,有相关经验,全日制课程,,,,少于10人,公共部门,1年内,8,0.0
黑龙江省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,,,,98,0.0
北京市,0.92,男,有相关经验,全日制课程,本科,理工科,,,,超过4年,31,1.0
云南省,0.92,男,有相关经验,未入学,本科,人文学科,,50-99人,私营公司,1年内,45,0.0
江西省,0.6659999999999999,男,有相关经验,未入学,本科,理工科,超过20年,少于10人,私营公司,超过4年,94,0.0
湖南省,0.7659999999999999,,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,158,0.0
湖南省,0.92,男,无相关经验,未入学,本科,理工科,超过20年,,,,48,0.0
甘肃省,0.92,女,有相关经验,未入学,硕士,其他,,,,1年内,54,0.0
山西省,0.893,,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,22,0.0
西藏自治区,0.8959999999999999,男,有相关经验,未入学,硕士,理工科,超过20年,,,1年内,42,0.0
山西省,0.92,男,有相关经验,未入学,本科,人文学科,,10000人以上,私营公司,1年内,21,0.0
江苏省,0.897,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,16,0.0
山西省,0.878,男,无相关经验,全日制课程,本科,理工科,,,,,8,1.0
江苏省,0.923,,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,超过4年,6,1.0
天津市,0.92,男,无相关经验,未入学,小学,,,,,从未,60,1.0
上海市,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,83,0.0
海南省,0.89,,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,1年内,46,0.0
安徽省,0.624,男,有相关经验,未入学,硕士,理工科,,,,1年内,12,0.0
江苏省,0.754,,无相关经验,未入学,高中,,,,,从未,59,0.0
宁夏回族自治区,0.866,男,有相关经验,全日制课程,本科,理工科,,,,,94,0.0
台湾省,0.92,,有相关经验,未入学,硕士,理工科,超过20年,,,,46,1.0
新疆维吾尔自治区,0.92,男,有相关经验,未入学,本科,人文学科,,10-49人,私营公司,超过4年,150,0.0
山东省,0.926,男,有相关经验,未入学,硕士,理工科,超过20年,少于10人,私营公司,超过4年,54,0.0
香港特别行政区,0.897,,有相关经验,未入学,硕士,理工科,,1000-4999人,,,31,0.0
四川省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,5000-9999人,私营公司,超过4年,78,0.0
台湾省,0.893,男,有相关经验,非全日制课程,本科,人文学科,超过20年,1000-4999人,私营公司,1年内,96,0.0
北京市,0.804,男,有相关经验,未入学,博士,理工科,超过20年,100-500人,公共部门,超过4年,28,1.0
青海省,0.624,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,20,1.0
陕西省,0.926,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,1年内,13,0.0
新疆维吾尔自治区,0.878,,无相关经验,未入学,硕士,人文学科,,少于10人,私营公司,1年内,98,0.0
上海市,0.91,,无相关经验,全日制课程,高中,,少于1年,10-49人,私营公司,,58,0.0
安徽省,0.624,,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,,38,0.0
澳门特别行政区,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,55,0.0
山西省,0.802,男,有相关经验,未入学,本科,理工科,,,,1年内,15,0.0
山西省,0.92,女,无相关经验,未入学,本科,人文学科,,100-500人,非政府组织,,68,0.0
山东省,0.92,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,超过4年,23,1.0
河北省,0.887,男,有相关经验,全日制课程,,,,,,1年内,43,1.0
安徽省,0.92,,无相关经验,未入学,高中,,,,,,4,0.0
新疆维吾尔自治区,0.913,,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,34,0.0
江苏省,0.887,男,无相关经验,未入学,本科,理工科,超过20年,,,1年内,76,0.0
湖北省,0.92,男,有相关经验,未入学,硕士,人文学科,超过20年,10-49人,非政府组织,超过4年,278,0.0
浙江省,0.836,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,86,0.0
青海省,0.926,男,无相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,20,0.0
广西壮族自治区,0.8270000000000001,男,有相关经验,非全日制课程,本科,理工科,超过20年,50-99人,私营公司,超过4年,118,0.0
浙江省,0.939,男,无相关经验,未入学,高中,,,,,从未,9,0.0
浙江省,0.624,,有相关经验,未入学,硕士,理工科,,10-49人,私营公司,从未,70,1.0
宁夏回族自治区,0.92,,无相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,23,0.0
河北省,0.926,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,39,0.0
辽宁省,0.92,男,无相关经验,全日制课程,高中,,,,,1年内,153,1.0
海南省,0.92,,有相关经验,未入学,硕士,理工科,,,,,91,1.0
北京市,0.624,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,105,0.0
青海省,0.926,男,有相关经验,未入学,本科,理工科,超过20年,,,超过4年,70,0.0
辽宁省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,500-999人,私营公司,超过4年,188,1.0
澳门特别行政区,0.624,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,104,1.0
陕西省,0.92,,无相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,1年内,22,0.0
福建省,0.926,男,有相关经验,未入学,高中,,,10-49人,,超过4年,29,0.0
重庆市,0.6659999999999999,男,有相关经验,非全日制课程,本科,人文学科,,100-500人,私营公司,,14,1.0
北京市,0.7390000000000001,男,有相关经验,未入学,本科,理工科,超过20年,少于10人,私营公司,超过4年,12,0.0
内蒙古自治区,0.939,男,无相关经验,未入学,小学,,,,,从未,103,0.0
安徽省,0.92,男,有相关经验,未入学,博士,理工科,,10000人以上,私营公司,1年内,54,0.0
新疆维吾尔自治区,0.926,男,无相关经验,全日制课程,本科,理工科,,100-500人,私营公司,1年内,4,1.0
北京市,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,50-99人,,,32,0.0
海南省,0.92,男,无相关经验,全日制课程,本科,理工科,,50-99人,融资创业公司,,33,0.0
安徽省,0.624,,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,从未,63,0.0
海南省,0.763,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,68,0.0
澳门特别行政区,0.855,男,有相关经验,未入学,硕士,理工科,超过20年,50-99人,融资创业公司,1年内,55,0.0
江苏省,0.92,男,无相关经验,未入学,硕士,商学,超过20年,1000-4999人,私营公司,,16,0.0
江西省,0.92,男,有相关经验,未入学,硕士,人文学科,超过20年,50-99人,私营公司,1年内,30,0.0
北京市,0.624,,无相关经验,全日制课程,本科,理工科,少于1年,100-500人,私营公司,1年内,83,0.0
贵州省,0.92,,有相关经验,未入学,,,,,,,87,0.0
广西壮族自治区,0.92,男,有相关经验,未入学,本科,文学,,10-49人,私营公司,,80,0.0
湖南省,0.897,男,有相关经验,未入学,本科,理工科,,少于10人,私营公司,,27,0.0
江苏省,0.92,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,超过4年,16,0.0
云南省,0.92,男,有相关经验,未入学,硕士,理工科,,10000人以上,公共部门,1年内,56,1.0
山东省,0.89,,有相关经验,未入学,高中,,,50-99人,私营公司,1年内,24,0.0
重庆市,0.926,,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,53,0.0
宁夏回族自治区,0.91,男,无相关经验,全日制课程,硕士,理工科,,,公共部门,1年内,57,1.0
湖南省,0.92,女,有相关经验,未入学,本科,理工科,,100-500人,私营公司,超过4年,130,0.0
海南省,0.926,男,有相关经验,全日制课程,高中,,,,,,43,0.0
宁夏回族自治区,0.92,男,无相关经验,未入学,硕士,理工科,,,,1年内,198,1.0
四川省,0.527,,有相关经验,未入学,硕士,理工科,,,,从未,29,1.0
湖南省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,,,1年内,46,0.0
北京市,0.939,男,有相关经验,全日制课程,本科,理工科,,5000-9999人,私营公司,1年内,109,0.0
广西壮族自治区,0.804,男,无相关经验,非全日制课程,硕士,理工科,,,,1年内,2,1.0
福建省,0.848,,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,1年内,103,0.0
湖南省,0.92,男,有相关经验,未入学,本科,人文学科,超过20年,100-500人,私营公司,超过4年,94,0.0
黑龙江省,0.698,,有相关经验,全日制课程,本科,理工科,少于1年,500-999人,非政府组织,超过4年,6,0.0
广东省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,162,0.0
河南省,0.624,男,无相关经验,全日制课程,本科,理工科,,,,从未,21,1.0
云南省,0.92,其他,有相关经验,,本科,理工科,,50-99人,私营公司,从未,48,0.0
广西壮族自治区,0.624,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,,118,0.0
湖南省,0.92,男,有相关经验,未入学,本科,理工科,,,私营公司,1年内,37,0.0
江西省,0.698,男,无相关经验,非全日制课程,硕士,理工科,,,,,70,0.0
福建省,0.843,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,公共部门,超过4年,12,0.0
上海市,0.92,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,非政府组织,1年内,117,0.0
湖北省,0.624,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,从未,78,1.0
甘肃省,0.698,男,有相关经验,全日制课程,本科,理工科,,50-99人,融资创业公司,,51,0.0
广西壮族自治区,0.92,女,有相关经验,全日制课程,硕士,理工科,,1000-4999人,公共部门,1年内,20,1.0
青海省,0.92,其他,有相关经验,未入学,本科,理工科,少于1年,,,,55,1.0
广西壮族自治区,0.836,男,有相关经验,未入学,硕士,理工科,,500-999人,,1年内,21,0.0
台湾省,0.926,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,9,0.0
湖北省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,114,0.0
北京市,0.698,,无相关经验,未入学,本科,理工科,,,,1年内,96,1.0
广东省,0.92,男,无相关经验,全日制课程,硕士,理工科,,,公共部门,从未,166,0.0
台湾省,0.92,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,99,0.0
河南省,0.555,,无相关经验,全日制课程,本科,理工科,,,,1年内,3,0.0
江西省,0.92,女,无相关经验,未入学,博士,人文学科,超过20年,1000-4999人,非政府组织,,214,1.0
上海市,0.624,,无相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,1年内,37,1.0
澳门特别行政区,0.926,,有相关经验,未入学,本科,理工科,,1000-4999人,,,60,0.0
澳门特别行政区,0.647,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,74,0.0
浙江省,0.897,,无相关经验,全日制课程,本科,理工科,,,,,25,0.0
台湾省,0.8959999999999999,男,无相关经验,未入学,硕士,理工科,超过20年,,,超过4年,26,0.0
山东省,0.855,男,有相关经验,未入学,高中,,,少于10人,私营公司,1年内,145,0.0
江苏省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,融资创业公司,1年内,70,0.0
山西省,0.939,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,超过4年,102,0.0
江西省,0.624,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,168,1.0
广东省,0.91,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,83,0.0
江西省,0.878,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,28,0.0
香港特别行政区,0.92,男,有相关经验,未入学,本科,商学,超过20年,,,超过4年,7,0.0
山东省,0.92,,有相关经验,全日制课程,高中,,,10-49人,私营公司,,108,0.0
辽宁省,0.855,男,有相关经验,未入学,硕士,理工科,,,,1年内,9,0.0
北京市,0.754,,无相关经验,未入学,高中,,,少于10人,私营公司,1年内,37,0.0
宁夏回族自治区,0.855,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,37,0.0
江西省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,170,0.0
黑龙江省,0.926,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,18,0.0
浙江省,0.92,女,无相关经验,未入学,本科,理工科,,100-500人,,从未,147,0.0
上海市,0.926,,无相关经验,全日制课程,硕士,理工科,,10-49人,私营公司,超过4年,9,1.0
台湾省,0.92,,无相关经验,全日制课程,本科,理工科,,100-500人,私营公司,1年内,157,0.0
甘肃省,0.624,男,有相关经验,全日制课程,本科,理工科,少于1年,100-500人,私营公司,从未,284,1.0
广东省,0.624,男,无相关经验,全日制课程,本科,理工科,,,,1年内,34,1.0
山西省,0.754,,有相关经验,未入学,小学,,,,,从未,109,0.0
湖南省,0.926,女,无相关经验,全日制课程,本科,理工科,,少于10人,私营公司,1年内,56,0.0
贵州省,0.92,男,无相关经验,未入学,,,,,,从未,92,0.0
新疆维吾尔自治区,0.624,男,有相关经验,未入学,本科,理工科,,,,从未,180,1.0
黑龙江省,0.624,,有相关经验,非全日制课程,硕士,其他,,100-500人,私营公司,1年内,3,0.0
浙江省,0.794,男,有相关经验,未入学,高中,,,50-99人,,超过4年,104,0.0
海南省,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,非政府组织,,23,0.0
江西省,0.624,,有相关经验,,本科,理工科,,,私营公司,从未,8,0.0
重庆市,0.884,,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,86,1.0
台湾省,0.92,男,无相关经验,未入学,本科,理工科,,少于10人,私营公司,超过4年,34,0.0
西藏自治区,0.91,男,有相关经验,未入学,高中,,,10000人以上,私营公司,超过4年,42,0.0
上海市,0.926,男,有相关经验,非全日制课程,本科,理工科,,10000人以上,私营公司,,74,0.0
贵州省,0.698,,无相关经验,未入学,本科,理工科,,,,从未,23,1.0
贵州省,0.624,男,有相关经验,未入学,硕士,理工科,,50-99人,公共部门,1年内,18,0.0
四川省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,10-49人,私营公司,超过4年,7,0.0
香港特别行政区,0.698,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,10,0.0
澳门特别行政区,0.91,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,,328,0.0
浙江省,0.899,男,有相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,,6,0.0
广东省,0.92,男,有相关经验,全日制课程,本科,理工科,少于1年,50-99人,,1年内,53,0.0
山西省,0.878,男,有相关经验,未入学,本科,理工科,超过20年,,,,60,1.0
四川省,0.92,,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,,77,0.0
江苏省,0.91,男,无相关经验,未入学,高中,,,,,1年内,51,0.0
江西省,0.92,女,无相关经验,全日制课程,本科,人文学科,少于1年,,,,37,1.0
贵州省,0.92,,无相关经验,全日制课程,高中,,,500-999人,私营公司,1年内,21,0.0
青海省,0.55,,有相关经验,非全日制课程,,,,50-99人,公共部门,,146,1.0
四川省,0.926,男,无相关经验,未入学,本科,人文学科,,,,1年内,24,1.0
江苏省,0.92,,无相关经验,未入学,本科,理工科,,500-999人,其他,1年内,78,1.0
云南省,0.91,男,有相关经验,未入学,高中,,超过20年,,,1年内,40,0.0
香港特别行政区,0.55,,有相关经验,未入学,,,,10-49人,私营公司,,56,1.0
福建省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,,57,0.0
四川省,0.624,,有相关经验,未入学,硕士,理工科,,,,1年内,102,0.0
安徽省,0.915,男,有相关经验,未入学,硕士,理工科,,10000人以上,公共部门,,68,1.0
浙江省,0.836,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,,20,0.0
黑龙江省,0.899,,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,超过4年,94,0.0
福建省,0.92,男,无相关经验,全日制课程,本科,理工科,,500-999人,,1年内,50,0.0
黑龙江省,0.855,男,有相关经验,未入学,本科,理工科,,,私营公司,,38,0.0
河北省,0.913,,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,1年内,42,0.0
甘肃省,0.7759999999999999,女,无相关经验,全日制课程,本科,其他,,100-500人,,1年内,34,0.0
吉林省,0.92,,有相关经验,未入学,本科,理工科,超过20年,10-49人,初创公司,,8,0.0
澳门特别行政区,0.92,,有相关经验,全日制课程,硕士,理工科,,50-99人,私营公司,,28,0.0
云南省,0.802,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,超过4年,10,0.0
宁夏回族自治区,0.895,,无相关经验,未入学,硕士,理工科,,50-99人,私营公司,超过4年,74,0.0
江西省,0.939,男,有相关经验,未入学,,,超过20年,50-99人,私营公司,1年内,15,0.0
海南省,0.899,男,有相关经验,未入学,本科,理工科,超过20年,10000人以上,私营公司,超过4年,7,1.0
西藏自治区,0.624,,有相关经验,全日制课程,硕士,理工科,,10-49人,私营公司,1年内,11,1.0
天津市,0.624,男,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,从未,28,1.0
香港特别行政区,0.893,男,有相关经验,未入学,本科,商学,超过20年,100-500人,私营公司,超过4年,25,0.0
内蒙古自治区,0.555,男,有相关经验,未入学,本科,人文学科,,100-500人,融资创业公司,,70,1.0
山东省,0.897,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,1年内,18,0.0
河南省,0.926,女,有相关经验,未入学,高中,,,500-999人,私营公司,从未,23,0.0
内蒙古自治区,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,1000-4999人,私营公司,,86,0.0
江苏省,0.624,男,有相关经验,全日制课程,硕士,理工科,,1000-4999人,私营公司,1年内,34,1.0
西藏自治区,0.92,,有相关经验,未入学,,,超过20年,10000人以上,私营公司,超过4年,50,0.0
辽宁省,0.624,,无相关经验,全日制课程,高中,,,,,从未,46,1.0
吉林省,0.92,男,有相关经验,未入学,小学,,超过20年,少于10人,融资创业公司,,35,0.0
澳门特别行政区,0.92,,无相关经验,全日制课程,硕士,理工科,,100-500人,公共部门,超过4年,104,0.0
安徽省,0.92,男,无相关经验,未入学,本科,理工科,超过20年,少于10人,私营公司,超过4年,69,0.0
河北省,0.91,,有相关经验,未入学,硕士,理工科,,1000-4999人,,,47,0.0
辽宁省,0.624,男,无相关经验,未入学,高中,,,,,从未,26,0.0
云南省,0.926,,无相关经验,,本科,理工科,超过20年,,,从未,162,0.0
安徽省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,,超过4年,45,0.0
内蒙古自治区,0.843,男,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,,7,0.0
陕西省,0.939,其他,无相关经验,未入学,高中,,,50-99人,,,12,0.0
江西省,0.92,男,有相关经验,未入学,本科,人文学科,超过20年,100-500人,私营公司,,11,1.0
广东省,0.479,,有相关经验,未入学,小学,,,,私营公司,从未,62,1.0
湖南省,0.926,男,有相关经验,全日制课程,本科,理工科,,5000-9999人,公共部门,1年内,37,0.0
浙江省,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,初创公司,,50,0.0
湖北省,0.624,,有相关经验,未入学,本科,理工科,,500-999人,私营公司,1年内,224,0.0
河南省,0.624,,有相关经验,全日制课程,硕士,理工科,,500-999人,私营公司,,62,0.0
上海市,0.91,女,有相关经验,未入学,硕士,人文学科,,100-500人,私营公司,1年内,20,0.0
河北省,0.893,,有相关经验,非全日制课程,高中,,,少于10人,初创公司,1年内,23,0.0
湖南省,0.647,,有相关经验,全日制课程,硕士,理工科,,,,1年内,26,1.0
辽宁省,0.624,,无相关经验,全日制课程,高中,,,,,从未,58,0.0
香港特别行政区,0.743,,有相关经验,全日制课程,高中,,,100-500人,私营公司,,108,0.0
湖南省,0.897,女,有相关经验,未入学,硕士,文学,,少于10人,公共部门,,28,0.0
福建省,0.624,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,1年内,57,1.0
浙江省,0.92,男,有相关经验,全日制课程,本科,理工科,,10000人以上,私营公司,超过4年,39,0.0
天津市,0.925,,无相关经验,未入学,硕士,人文学科,,500-999人,,从未,13,0.0
宁夏回族自治区,0.926,女,有相关经验,未入学,硕士,其他,,50-99人,私营公司,,83,0.0
广东省,0.92,男,有相关经验,非全日制课程,本科,理工科,,10000人以上,私营公司,超过4年,90,0.0
宁夏回族自治区,0.579,男,无相关经验,未入学,硕士,理工科,,100-500人,私营公司,,32,0.0
陕西省,0.92,男,有相关经验,非全日制课程,本科,理工科,,10000人以上,私营公司,1年内,55,0.0
上海市,0.887,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,83,0.0
河北省,0.624,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,92,0.0
香港特别行政区,0.92,男,有相关经验,未入学,本科,其他,,100-500人,非政府组织,1年内,74,0.0
澳门特别行政区,0.92,男,无相关经验,全日制课程,本科,理工科,,,,超过4年,46,0.0
澳门特别行政区,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,融资创业公司,1年内,11,0.0
四川省,0.698,男,有相关经验,未入学,小学,,,,,1年内,13,0.0
山东省,0.624,女,有相关经验,未入学,硕士,理工科,,5000-9999人,私营公司,,216,0.0
辽宁省,0.899,男,有相关经验,未入学,本科,理工科,,500-999人,融资创业公司,,50,0.0
台湾省,0.926,男,有相关经验,未入学,硕士,理工科,超过20年,1000-4999人,私营公司,,59,0.0
福建省,0.92,男,有相关经验,未入学,硕士,人文学科,超过20年,,,1年内,15,0.0
安徽省,0.624,女,无相关经验,,硕士,理工科,,,融资创业公司,1年内,7,0.0
湖北省,0.624,,有相关经验,未入学,硕士,理工科,少于1年,100-500人,私营公司,,22,1.0
江苏省,0.92,男,无相关经验,未入学,小学,,,,,从未,56,0.0
贵州省,0.843,男,无相关经验,全日制课程,硕士,理工科,,,私营公司,从未,12,0.0
台湾省,0.925,女,有相关经验,未入学,本科,理工科,,500-999人,,1年内,75,0.0
湖北省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,12,0.0
吉林省,0.92,,有相关经验,未入学,硕士,人文学科,,500-999人,公共部门,超过4年,182,0.0
云南省,0.92,,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,75,0.0
台湾省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,29,0.0
浙江省,0.7809999999999999,女,有相关经验,未入学,硕士,理工科,,10000人以上,私营公司,1年内,21,0.0
新疆维吾尔自治区,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,,,5,0.0
江西省,0.897,男,有相关经验,未入学,硕士,理工科,,,,1年内,4,0.0
山东省,0.897,男,有相关经验,未入学,硕士,理工科,,100-500人,,,46,0.0
甘肃省,0.92,男,无相关经验,未入学,本科,理工科,少于1年,100-500人,融资创业公司,1年内,17,1.0
内蒙古自治区,0.794,女,有相关经验,非全日制课程,本科,理工科,,1000-4999人,私营公司,1年内,65,0.0
福建省,0.624,男,有相关经验,全日制课程,本科,理工科,,100-500人,私营公司,1年内,52,0.0
云南省,0.804,男,有相关经验,未入学,本科,理工科,,,,1年内,75,0.0
海南省,0.754,其他,无相关经验,未入学,本科,理工科,少于1年,,,从未,7,0.0
内蒙古自治区,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,42,0.0
辽宁省,0.92,男,无相关经验,全日制课程,本科,理工科,,,,1年内,12,0.0
香港特别行政区,0.804,男,有相关经验,全日制课程,硕士,理工科,,10000人以上,公共部门,1年内,2,1.0
香港特别行政区,0.939,男,有相关经验,未入学,本科,理工科,,,私营公司,1年内,40,0.0
黑龙江省,0.698,,无相关经验,,高中,,,,,从未,63,0.0
广西壮族自治区,0.8959999999999999,,无相关经验,未入学,本科,理工科,超过20年,,,从未,10,0.0
北京市,0.754,,无相关经验,全日制课程,本科,理工科,,,,从未,46,0.0
甘肃省,0.926,男,无相关经验,未入学,博士,理工科,超过20年,10000人以上,私营公司,1年内,18,0.0
云南省,0.92,男,无相关经验,全日制课程,高中,,,100-500人,私营公司,1年内,55,0.0
江西省,0.878,男,有相关经验,非全日制课程,小学,,,,,1年内,4,0.0
江苏省,0.926,男,无相关经验,非全日制课程,本科,理工科,,100-500人,私营公司,1年内,324,1.0
福建省,0.767,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,26,0.0
